,text,label
23298,"Прикрасно работает на mi tv stick,настолько хорошо, чтотхвалил и спорил с друзьями. Настолько же ужасно работает на тв приставке vontar. Интерфейс отдельная история.",негативная
6574,"Всё
",мусор
1055,"пока не понял, изучаю",нейтральная
19506,"Сделайте уже наконец дерево комментариев! Монотонный текст - кто, кому и что отвечает, - да ищите сами. И просмотров нет у видео. Я понимаю, что сервис только начал развиваться и, возможно, вы стесняетесь малых просмотров, но люди хотят видеть, сколько просмотров у видео на разных каналах.",негативная
2337,простота и скорость,позитивная
18994,"Только русские могли так сделать, чтобы зайти в аккаунт на ТВ,надо отсканировать ссылку, которая перекинет тебя на приложение андроид, потом ты в не понимании как авторизоваться пробуешь так сделать несколько раз, удаляешь приложение с телефона, сканируешь QR и ура, попадаешь на сайт для авторизации,в в чем проблема сделать пункт авторизации ТВ в андроид приложении?",негативная
9322,"Качество, удобство, информативность",позитивная
5828,"где фильм он вышел 6 месяцев назад
",нейтральная
24745,знание сила! и жизнь!,мусор
24481,мне равица но жду амнова,позитивная
3025,👍👍👍👍👍,позитивная
1670,простота,позитивная
26251,Невозможно найти блогеров которые недавно пришли на рутуб. Приходится смотреть через ссылки в браузере.,негативная
9179,Добавить возможность создавать субтитры,негативная
24604,"Так почему эта надпись выходит только у вас в приложение а в других нет такого.Вы это можете сказать.Почему в других приложениях нет этой надписи а у вас есть.Безопасность проверяется во всех приложений, плей маркет бы не пропустил если было что то не так и удалил бы давно с магазина.Но почему то у вас эта надпись выходит всегда при входе а у других нет этой надписи.Почему уведомления можно было закрыть раньше ,а после обновления нельзя,и стоят они постоянно. ПОЧЕМУУУУУ аааааааа",негативная
133,все,мусор
27142,Отлично но почему нет поисковика,нейтральная
17132,"Максимально недружелюбное приложение, все время слетает пользователь, на телевизоре вообще каждый день приходится перезаходить,и если бы это ещё работало...при установленном приложении,с телефона нереально активировать устройство на ТВ, кидает просто в приложуху а дальше ничего...какое там импортозамещение,если столько лет сервису и все ровно не работают простые опции",негативная
3900,можно смотреть за граница,нейтральная
8931,всё,мусор
19999,"Красота, но есть куда стремиться",нейтральная
23102,Последнее обновление не поддерживается. Сделайте приложение проще. Не у всех смарт тв есть на телевизоре. У некоторых обычные андроид приставки.,негативная
3826,Класс,позитивная
10787,Постоянно зависает,негативная
9057,Для меня очень радует.,позитивная
14053,нет роликов Россия1,негативная
21053,"Требует обновлений, слетает авторизация.",негативная
5054,скопируйте навигацию и UI-UX дизайн у Ютуб ,негативная
16818,"Приложение хорошее. Нельзя редактировать свои комментарии, отвечать на комментарии. За рутуб детям отдельное спасибо. Пендосовский ютуб в помойку.",нейтральная
14724,"Высокие технологии, хайтек и анимация.",нейтральная
6937,Ыыы,мусор
24663,Идеальное приложение!! Спасибо разработчикам!!♥️,позитивная
2277,Всё ,мусор
10691,Навигация,мусор
18890,"Картинка постоянно останавливается, а звук идёт.",негативная
6499,"фильмы нужны полные


",негативная
6978,"ерунда
",негативная
11223,интерфейс. неудобно выберать рольки,негативная
803,очень быстро хорошо,позитивная
8639,Супер,позитивная
4019,Просто и быстро,позитивная
19524,Сделали бы загрузку роликов как в телеграмме. Тогда можно было бы при плохом интернете смотреть,нейтральная
26696,Очень удобная по приложения.Всем советую.,позитивная
7638,Шляпу находит,негативная
10812,Все ,мусор
19375,"Очень плохое приложение. Просто отвратительное. До ютюба им, как до Китая, раком. Много раз его ставил, в разные годы. Вот и сейчас, думал, ну вдруг о чудо, но нет как было калом, так и осталось. Контента мало. Если что то и есть, то старьё старое. Ни кому не советую устанавливать.",негативная
3085,Скорость,мусор
25872,"Вроде хорошее приложение, но поисковик это ужас какой то, ищешь одно показывает вообще друго? и так всегда",негативная
26246,"Приложение на телевизоре ужасное! Всё грузится 100000000000000000 лет! Пожалуйста зделайте так чтобы не так всё долго грузилось, потом вообще перестало идти, если зделаете мои условия то поставлю 5 звëзд.",негативная
22682,"В целом пока без серьезных проблем, кроме одной: приложению в принципе наплевать на то, что я в настройках отключил автовоспроизведение. Листаешь список с видео в канале или на стартовой странице, и каждое видео норовит воспроизвести. Мобильный трафик улетает на отличненько. Спасибо хоть, что по умолчанию звук выключен.",негативная
14878,В прикольна,мусор
26633,Супер!,позитивная
8068,"У меня не включен впн, а вы утверждаете, что включен",негативная
662,ولا شي,мусор
10687,"Не могу зайти, оставить комментарий, поставить оценку. Зарегился завно, но регистрация исчезла мгновенно, на следующий день по включению компа.. Восстановить не получается. ГАВНО полное ваш рутуб.. Ну и последнее, зависает часто и надолго. Смотрю исключительно Подоляка и Онуфриенко, которых на Ютубе нет.. В остальном нах вы мне не здались, РУКОЖОПЫ. Займитесь лучше калошами, может хоть это сможете по нормальному, а не как всегда..",негативная
2894,хайп,мусор
9757,Супер,позитивная
10805,Сделать перемотку как в ютубе,негативная
16906,"Уже вторую неделю работает как надо, из личной страницы не выскакивает. Одно огорчает, нет в приложении для медиаплеера значка "" ракеты"" для продвижения видео.",нейтральная
15006,не интересуюсь таким ,негативная
1501,Отлично,позитивная
10438,свежесть ассортимент информации,нейтральная
1222,"набери текст и не вижу, что печатается

",негативная
20976,"Пока ещё трудно разобраться, привыкла на Ютубе искать все, что мне интересно. Тут предлагают многое, что мне не нравится",негативная
28237,"Ну наконец-то нашла,что посмотреть,НО смотрела на работе на айфоне все ок,на компе смотреть не реально,зависает видео и все, ниче не помогает!Просоо отстой!",негативная
7634,Ну то что нужно,мусор
2193,5,мусор
28828,"Не возможно смотреть,приложение постоянно вылетает, после повторного запуска ролика долго загружает.",негативная
13231,все,мусор
26872,"Хочу только ТНТ, замудрено всё!",негативная
12307,Качество ,мусор
5023,запустить ленту коротких видео,негативная
19203,"Попробую установить ещё раз, может теперь не исчезнет сам по себе аккаунт как в прошлый раз и не пропадёт целиком как в первый после хакерской атаки.",нейтральная
23391,"Неужели тяжело сделать показатель количества поосмотров? 23 год на дворе, везде это есть, у вас нет, что за бред? Если вы так хотите выделиться, то не лучший метод. Верю в ваш успех, нужно работать",негативная
17768,Хорошее приложение,позитивная
2598,"Быстрота, простота",позитивная
1995,оперативность,мусор
15362,не совсем понятная навигация,негативная
19685,"Тут даже не приложение , а видеохостинг целиком кривая помойка",негативная
6869,Забила одно вылезло другое!!,негативная
12331,Все,мусор
11737,Все,мусор
16305,Пока нравится всё,позитивная
473,"Май ру  почту  введите.  А то ВКонтакте есть, а  через  Майл Ру  нет",негативная
23019,"29.03.23 приложение не дает зайти в профиль, выкидывает через секунду. Чем занимаются разработчики и поддержка - вообще непонятно... Приложение постоянно выкидывает из профиля ,нужно заходить заново. Интерфейс и алгоритм неуклюжий и сильно неудобный",негативная
5491,"ничего не найдено
",негативная
28871,"Приложение понравилось,но почему так медленно грузит.Ютуб быстро,а тут…
Сделайте что-нибудь и будет вам и нам  счастье?",негативная
15639,канал на который я подписана,мусор
309,Долгая регистрация ,негативная
4139,Вход через смс,нейтральная
20175,"Добавьте в меню ""Действия"" пункты ""Не предлагать это видео"" и ""Не предлагать видео этого канала"". Развели помойку... За последний год приложение стало лучше.",негативная
4532,"супер быстро
",позитивная
1572,Думаю,мусор
13008,"я еще не пользовался, не могу оценить. ",нейтральная
21481,Всё хорошо работает мне нравится так одна загвоздка а где все сезоны острых козырьков почему отрывки Я думал что хоть здесь могу посмотреть их бесплатно очень жаль,негативная
8093,Нет упорядоченности по датам ,негативная
18053,"Приложение норм, а вот политика конторы по отношению ixbt games кал, так что вот как-то так.",негативная
14274,отлично,позитивная
28465,"Типо улучшили ситуацию с рекламой, но она так же каждые 5 мин. Многие видео не воспроизводятся из-за региона, живу в Краснодарском  крае, впн нет.",негативная
8257,В,мусор
5747,"Сжеч
",негативная
20102,"Дорогие разработчики, умнейшие люди, россияне!!! Спасибо за доработки и улучшения! Радует фоновый режим, исправленный вход в аккаунт! Пожалуйста, добавьте счетчик количества просмотров! Добавьте лайки и дизы! -это тоже важно! Добавьте возможность человеку редактировать или удалить комментарий хотя бы в течение 5 минут! Добавьте возможность ответить на коментарий! Верим, ждем, надеемся! Аминь!😉 Заметьте, с единицы подняла оценку до четырех звезд! Верим, братцы!",нейтральная
10978,в телеканалы добавить РОССИ24 ПРЯМОЙ ЭФИР,негативная
12423,"Нет рекламы, есть почти все фильмы, сериалы и шоу",позитивная
2441,отлично и быстро,позитивная
26428,"отличное приложение для просмотра видео,хороший подбор видео,отличная система рекомендации",позитивная
21391,"Виснет, посмотреть передачу невозможно, уже 2 дня пытаюсь посмотреть, ☹️☹️☹️",негативная
22203,"Как альтернатива, нормально, но ещё сыровато, (может только у меня) трафика улетает неприлично много, с ютубом не сравнить. Также столкнулся с такой же проблемой как и у ""Jimmy J. Jagged"" не приходят СМС. Оператор связи ""А1"", vpn не подключен, черный список чист, спам - пуст. Пробовал войти как из приложения так и из браузера. Войти не могу, смс не приходят. Подскажите пожалуйста, что я делаю не так?",негативная
25899,?,мусор
21437,"Неплохо. Маленький минус насчёт истории поиска. Сохраняет в истории каждый ввод. Например, я хочу посмотреть парк львов тайган. Ввожу. В истории сохраняется сразу три ссылки : парк, парк львов, парк львов тайган. Хотя я набирал полностью",нейтральная
139,Все удобно,позитивная
16374,Скорость публикации видео. ,нейтральная
23635,скоро всему вашему Ютубу кирдык.,мусор
22766,Это никогда Ютуб не перебьёт,негативная
2757,"Это вам спасибо, за полезные советы ",позитивная
20216,Оксана добрый день добрый п.п Ы Ссобственного,мусор
19118,Интересное приложение 👍,позитивная
27398,"Обновилось на тв и вышло с акаунта !
Удалил!
Зачем мне этот Геморой!",негативная
14427,"качество, удобный дизайн.",позитивная
5065,Рекламу убрать,негативная
26215,Давно пользуюсь данным приложением) Всё нравится.,позитивная
9601,"нет опции ""не предлагать перейти в приложение""",негативная
22342,Очень сильно лагает,негативная
20997,"Очень хорошая штука, рекомендую! 😇🤣😌",позитивная
6591,скорость,мусор
9025,отлично нравится но у меня плохо работает интернет  и видео не выводится на экран,нейтральная
15302,Устраивает пока.,нейтральная
22741,"Сделайте уже нормально... Постоянно вылетает из учётной записи, и каждый раз геморрой заходить. Рекомендации вообще отвратительные, как будто я бабка которая включила телевизор...",негативная
17112,"Постоянно вылетает из аккаунта, на смарт тв и телефоне android, и на планшете Huawei, harmony os.",негативная
12855,Долго грузится не очень удобен интерфейс,негативная
28580,Даже зарегистрироваться не смог! Не приходит код! Боюсь представить что дальше будет!???,негативная
8074,Очень все медленно! ,негативная
9976,Постоянно висит,негативная
3101,Быстро),позитивная
17399,Всё работает.,позитивная
6940,Мереилтку,мусор
17172,Постоянно грузит медленно и вылетает,негативная
27380,"пришлось скачать ради битвы сильнейших, которая доступна только на рутубе, но смотреть невозможно от слова совсем - видео намертво виснет каждые 2 минуты и ничего не помогает",негативная
410,Долго не могла войти,негативная
8485,"Соловьёв, Куликов, Симоньян, Кеосаян.",мусор
7631,"Приложения не доступна в эпстор. Веб сайт лагает, не изза интернета, а из за графики, не удобно с телефона ",негативная
28814,Преложение крутое но пафиксете баги кнопка стоп нажимается с задержкой и Миню когда смотришь видео и жмеш на видео его видно не очень ну и все,негативная
7509,отвратительно,негативная
20275,"2 непропускаемые рекламы в одном ролике на 20минут, инстадроп приложения",негативная
27141,Сделайте возможность управлять рекомендациями как на YouTube: отмечать как неинтересующие определенные предлагаемые каналы.,негативная
18634,"Обновление абсолютная х@ета.... Как можно было такое сделать, на телефоне открывается теперь в горизонтальном положении, и поменять это нельзя, зайти в акк не получается, зачем вы усложняете? Для чего? Испортили приложение",негативная
15059,про сво и политику,мусор
17420,"Данным приложением пользуюсь уже не первый раз, мне всё нравится. Можно найти любой сериал, который давно хотели посмотреть, так что рекомендую всем!!",позитивная
20073,Ждём - Колличество просмотров. Развиваемся дальше. Прогресс налицо,позитивная
21704,Помойное приложение,негативная
14979,мало политики и экономики,негативная
18892,Где в приложении нужно вводить код из смарт ТВ?? Не могу уже три часа найти.. Телевизор Самсунг.,негативная
28318,"Что стало с данным режимом? Раньше смахнешь приложение - само переходило в данный режим видео, теперь нет. Ставишь самостоятельно режим, видео затухает, почти ничего не видно и кнопки меню не скрываются",негативная
8676,"У вас нет vpn. Установите, для тех, кто пользуется рутуб с УКРАИНЫ.",негативная
23504,Хорошее приложение!,позитивная
16428,То что это Россия,позитивная
24605,Да переустанавливал пишет рутуб потом идет загруска и пишет нет соединения,негативная
20839,"За час-два просмотра рутуб съел 3.5Гб трафика. Телеграмм, ютуб, вконтакте такого себе не позволяют... Снëс это прожорливое приложение.",негативная
8395,Кв,мусор
11017,рекомендации!),мусор
21330,NEPLOHOIYE ПРИЛОЖЕНИЧКЕ С УДОВОЛЬСТВИЕМ РОССИЯ ВПЕРЁД!РУЛИТ! HALLEYLUYA!AMEN!AMEN!!!,мусор
12233,две общности -люди и животные,мусор
9990,У нас в стране не все можно посмотреть. И часто лагает,негативная
15504,меня устраивает,нейтральная
12657,все,мусор
7659,где свежие выпуски,нейтральная
5354,Останавливается через каждые 8  - 12 секунд. Смотреть невозможно,негативная
16235,Подключить мне монетизацию,нейтральная
28552,"Объясните мне пожалуйста, третий день подряд, при входе в приложение, мне требуют войти в свой аккаунт, и это я белую уже третий день подряд, можно мне войти в аккаунт и больше что бы меня из него не выкидывало после того как я закрою приложение… спасибо",негативная
25362,Красавчики. Хотелось так же.,мусор
21978,Сколько минут часов дней лет назад было размещено видео?,нейтральная
18274,"Хорошо приложение, удобное, качественное приятно наслаждаться любимыми видио",позитивная
28074,Сделайте комментарии в стримах. Рекомендации - это отдельная жесть 😬,негативная
12963,"Больше информации в разделе ""аналитика"" у канала",негативная
3896,"Самый четкий канал, а ведущий просто огонь!!! Наш пацаняга!!! 😁",позитивная
3233,спасибо большое),позитивная
27965,"Могли бы вы сделать так, чтобы на айфоне можно было увеличить видео на весь экран?  Очень напрягают черные рамки. IPhone 14pro.",негативная
3653,Скорость,мусор
26395,Приложения просто класс фильмы и видео надеюсь меня будут там смотреть ставлю 5 звëзд,позитивная
26994,"Видео недоступно по требовпнию правообладателя...нх ваше приложение,дебизим",негативная
4787,Все крутооо,позитивная
18127,"Интересно, те кто это сделал, сами пользуются? Думаю - нет. Недоработки на каждом шаге...",негативная
21095,👍👍👍,позитивная
10423,"всё хорошо, у меня друзья и знакомые просто росТВ не смотрят XD
Если захотят, порекомендую",позитивная
20258,ПОСТОЯННО ВЫЛЕТАЕТ ИЗ АККАУНТА! И код не приходит на почту! Ужасная пародия на Ютуб от русских разработчиков.,негативная
13494,Всё,мусор
21968,Приложение не грузит видео. Ни на едином устройстве. При этом интернет соединение стабильное,негативная
8878,всё,мусор
19036,"Круто, починили приложение на LG TV, теперь могу смотреть Лебедева на нормальном экране.",позитивная
18842,Наконец то более менее допилили. Не прошло и 5 лет...,нейтральная
16477,нет лишних вкладок\менюшек. как на ютубе,негативная
18849,Не могу повернуть приложение в по вертикали после обновления. Приложение показывает по горизонтали. Поворот экрана не работает. Сейчас приложение только в повернутом виде. Не грузится ролики.,негативная
8884,Клыс,позитивная
6244,невозможно смотреть ,негативная
657,Упростить ,негативная
20127,Здравствуйте. Не могу понять вот что. Посмотрела 40 минут видео с мобильного интернета и у меня ушло больше 6 гб трафика. Это как вообще?,негативная
9321,Ужасно виснет и не работает,негативная
16776,"Унынье кривое. Перемотать в начало стрима нельзя, постоянно теряет связь, тупит и доставляет массу гемороя. Злость ппц. Есть и оооочень удобно-приятные фишки, это да, даж в чем-то удобнее ютуба, но, вышеозначенные косяки перечеркивают все!",негативная
3793,Контент ,мусор
984,Всегда есть куда развиваться.:⁠-⁠),нейтральная
7028,поиск,мусор
4917,Оперативность и доступность.,позитивная
1803,простота,позитивная
5510,"мало фильмов
",негативная
1286,jbug,мусор
16599,"Очень круто , видны просмотры длительность все круть.",позитивная
6738,Добавьте возможность мышкой начать поиск в строке поиска,негативная
11035,нужн маркр  прсмтрннм вид,мусор
21504,"Уважаемые разработчики добавьте в настройки режим полноэкранного просмотра во весь экран .А так прошло немного времени а много интересного и полезного добавили.И я не считаю что данная платформа хуже youtuba.,много интересного можно найти и контента для Всех возрастов Так Держать!!!",негативная
23898,Приложение видеохостинга с кривым-хромым видеопроигрывателем.,негативная
13934,"нет приоритетов, моих !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!дармоеды
",негативная
18913,"Стало в сотни раз меньше рекламы, удобно стало использовать",позитивная
9786,ВСЕ,мусор
10809,"Упс, неправильная ссылка",негативная
8261,(:,позитивная
1951,"ধন্যবাদ!
",мусор
1306,вэри вэл,позитивная
17587,отличное приложение,позитивная
9701,Ok,нейтральная
9152,просмотров нет на канале,негативная
28688,Как уже достала постоянная авторизация. Почему нельзя один раз войти в профиль и пользоваться. Зачем мне по десть раз вводить логин и пароль?,негативная
10842,всё,мусор
4109,"Кака, красота , хочу , хочу!!!",мусор
15960,👍,позитивная
16711,"Плюс за работу в фоновом. Минус за очистку истории просмотра и поиска, их просто нет.",нейтральная
7945,Ассортимент результата поиска,нейтральная
11161,Выделять прямые трансляции (стримы),негативная
10886,на стримах необходимо разрешение видео 144. выше не везде нужно а трафик жрёт безбожно,негативная
22748,Работа приложения в фоне огромный плюс рутубу,позитивная
5629,"Херня


",негативная
24699,"Работа приложения в фоне с выключенным экраном это просто великолепно! Это нивелирует все недостатки. Теперь просто всё, что нахожу на других площадках ищу здесь и спокойно смотрю. Да, знаю что есть альтернативные ломанные версии типа вансид, но оно не всегда работает как хотелось бы, а здесь из коробки. За это разработч кам большое спасибо :-) ПС. Хоть вы и не ответили мне на вакансию, но все равно молодцы )))",позитивная
20480,Как зайти на аккаунт почему то не как почту вёл не как,негативная
639,Как вывести на телевизор 📺?,нейтральная
25650,"качаю из-за Стаса, скажите ему спасибо",нейтральная
19793,Постоянно из профиля выкидывает,негативная
11454,без рекламы,позитивная
26867,"В последнее время приложение стало жёстко тупить.Виснет каждую минуту,не возможно ничего посмотреть.",негативная
17605,"Говносайт. Пишет, нет соединения. Хотя интернет есть и все остальное работает. Не говорю уже о том, что нельзя отвечать на комментарии других пользователей и ставить лайк или дизлайк",негативная
17711,"Минус, это то, что запрос вводится только по предложениям. А так другу посоветовал! Так что все круто!",позитивная
12512,Все,мусор
24357,"При просмотре видео зависает картинка, звук продолжается, скидываешь 10 сек назад, все ок, и снова зависает",негативная
1518,Все очень просто,позитивная
28406,"Добавьте пожалуйста голосовой поиск , особенно это удобно на тв",негативная
11047,Добавить темы для оформления,негативная
28950,"Каждую неделю приходится заново входить в аккаунт.

Не знаю, как на других устройствах, но на Ipad комментарии писать невозможно, строка уходит за экран, комментарии под видео тоже уходят за экран.",негативная
719,Нет звука,негативная
21887,Приколено можно посмотреть в автобусе или в поезде,позитивная
1258,Пока не могу давать предложения.,нейтральная
163,"я хотел зайти быстро через гугл аккаунт, но для чего то нужно было бесполезное письмо с кодом, которое еще и не приходило",нейтральная
10016,"ВСЕ
",мусор
26566,"Один плюс, что можно слушать и смотреть в фоновом режиме. До сих пор нет собственной поисковой системы. Чтобы сохранить, можно только в "" смотреть позже"" и там тоже получается сплошная свалка. Не скачать , не сохранить невозможно. Надеюсь, что превзойдёте YouTube.)",негативная
20115,надо доработать: Я иногда не могу попасть по бегунку перемотки а просто на свайп оно пока не отзывается Иногда если я остановил просмотр на определенном моменте и закрыл приложение после того как я возвращаюсь к просмотру загрузка ведёт себя странно как будто постоянно перезапускается это видно по таймеру загружается обнуляется и снова по кругу пока не пройдет определенное время длительное или после моих действий В общем впечатление что нужны мелкие правки надеюсь со временем все решится,негативная
17607,"Очень часто открывает не то на что нажал. Жмёшь ""нет"" а открывает ""можно"" и в копилку идёт неверный ответ. В итоге сообщение ""нездал"".",негативная
5038,ньнргуе7уе7гнеу54ри,мусор
1129,Быстро! Всё супер ,позитивная
26578,Всегда все зависает невозможно смотреть,негативная
12216,Все,мусор
7889,"НЕТ ПОЛНОРАЗМЕРНОГО ВИДЕО
",негативная
28575,"Отсутствует функция поиска в приложении для AppleTV. Приходится вручную искать, что крайне неудобно",негативная
13922,нет отмотки к началу с возможностью ускорения бесит жа украдите у тюбика алгоритм тупици ёбаные,негативная
14185,"Feduh
Cshbx
Fecny",мусор
8636,"Нашел все, что искал.",позитивная
4930,Скорость и доступность,позитивная
8736,💜💜💜,позитивная
15858,Мало информации ,негативная
21294,"Ну тут конечно же таких отзывов куча! Вот Вам ещё один. ТОРМОЗИТ По СТРАШНОМУ!!!! Не возможно смотреть.....Жаль, много интересного.",негативная
27593,Ну ничего нового ))) как толком не работал так и не работает))) заедает и тормозит,негативная
1979,Простота ,позитивная
1620,Нужно быстрее регистрировать ,негативная
13556,very good,мусор
3245,Удалось!,мусор
20250,"Приложение не плохое, но есть для меня два минуса 1- маленькая популярность программы, из-за этого у людей очень мало популярности и подписчиков, но разработчики с этим поделать ничего не могут и я их понимаю 2- Нету системы ЛАЙКОВ. я как раз уверен что первый минус из-за этого",негативная
15392,У меня уже есть подписки. А меня почему то просят там опять зарегистрироваться ,негативная
11962,Интересные выпуски,позитивная
11687,"классссссссссссссссссссссссссссссссссссссс
",позитивная
19492,Почему нельзя критиковать Путина в комментариях? Где свобода слова ?,нейтральная
1108,Hamasi joyda yaxshi😉,мусор
10104,"Ужасно неудобный проигрыватель.,
Не переходить в режим малого окна (свёрнутое проигрывание)
Невозможно переходить с страницы на страницу при воспроизведении малого окна
Дохрена рекламы
",негативная
23383,постоянно виснет,негативная
17636,"Приложение прекрасное! Всë понятно и удобно, можно найти любые видео и шоу. Интерфейс также очень приятный и можно быстро найти необходимое видео.",позитивная
14862,хорошо,позитивная
25290,Nhkuouoio,мусор
15653,всё,мусор
4290,еще нисколько не пользовалась сайтиком ,нейтральная
254,Зарегистрироваться через почту не получилось,негативная
16109,Очень медленно,негативная
26422,Сойдёт,нейтральная
3957,Super,мусор
98,Не грузится ничего ,негативная
9208,всё супер,позитивная
17445,Хорошая программа,позитивная
22322,"Рутуб не доступен для Казахстана? Пишет, что видео недоступно для вашего региона и говорит выключить VPN, которого нет. Хм... интересно. Казахстану значить недоступен рутуб, ну вы даёте...",негативная
1339,Да все просто и интуитивно понятно,позитивная
28588,"Это не приложение, а полная х…ня, разработчики, ну когда вы уже перестанете курить??",негативная
10606,"Копируйте идеи у Ютуба, зачем че гото придумывать.!",негативная
13966,Да,мусор
13307,ja est mui degracieous. Meloni eta ne bonum,мусор
18922,Класс,позитивная
11232,Решите проблему авторизации на некоторых устройствах.,негативная
24794,"И где теперь мой аккаунт после обновления, куда он исчез?",нейтральная
23189,Нравиться,позитивная
11438,Много что можно посмотреть бесплатно ,позитивная
25560,"В строке поиска не сохраняются поисковые запросы( даже после очистки кеша), рекламы через чур много. На андроид ТВ та же проблема и к тому же отсутствуеют какие либо настройки.",негативная
12181,Всё от а до я,позитивная
20502,👍👍👍,позитивная
4796,Скорость оформоения,нейтральная
5198,"главную страницу и рекомендательную ленту. предлагать то, что мне интересно посмотреть, а не то, что вам нужно, чтобы я посмотрел.
чтобы поставить лайк нужно сделать зачем-то два клика. не хочу я выбирать бессмысленные ""эмоции"".
и много чего другого.
еще на мобилке, когда открываешь комментарии видео, чтобы их скрыть нужно обязательно нажать крестик, ибо жест (свайп назад) полностью сворачивает видео!! это раздражает.",негативная
88,Не грузит,негативная
7885,"добавить другой дизайн.
",негативная
29010,"Просто одни лаги,чтоб с маленького экрана развернуть,выбрасывает в приложение и еще тыщу раз надо нажать чтоб вернуть в большой экран.где просмотренные?где продолжить ,где библиотека,где подписки..?
Поэтому и РУ туб..Из г и палок",негативная
